facility_id,total_covered_charges,avg_covered_charges_py,total_payment_amount,avg_payment_amount_py,total_medicare_payment_amount,avg_medicare_payment_amount_py,total_discharges,avg_discharges_py,total_medicare_beneficiaries,avg_medicare_beneficiaries_py,total_covered_days,avg_covered_days_py,total_days,avg_days_py,beneficiary_avg_age,number_beneficiaries_under_65,avg_number_beneficiaries_under_65_py,number_beneficiaries_65_to_74,avg_number_beneficiaries_65_to_74_py,number_beneficiaries_75_to_84,avg_number_beneficiaries_75_to_84_py,number_beneficiaries_85_over,avg_number_beneficiaries_85_over_py,number_female_beneficiaries,avg_number_female_beneficiaries_py,number_male_beneficiaries,avg_number_male_beneficiaries_py,number_white_beneficiaries,avg_number_white_beneficiaries_py,number_black_beneficiaries,avg_number_black_beneficiaries_py,number_asian_pi_beneficiaries,avg_number_asian_pi_beneficiaries_py,number_hispanic_beneficiaries,avg_number_hispanic_beneficiaries_py,number_american_indian_beneficiaries,avg_number_american_indian_beneficiaries_py,number_other_race_beneficiaries,avg_number_other_race_beneficiaries_py,number_beneficiaries_medicare_medicaid,avg_number_beneficiaries_medicare_medicaid_py,number_beneficiaries_medicare_only,avg_number_beneficiaries_medicare_only_py,pct_beneficiaries_afib,pct_beneficiaries_alzheimers,pct_beneficiaries_cancer,pct_beneficiaries_congestive_heart_failure,pct_beneficiaries_chronic_kidney_disease,pct_beneficiaries_copd,pct_beneficiaries_depression,pct_beneficiaries_diabetes,pct_beneficiaries_hyperlipidemia,pct_beneficiaries_hypertension,pct_beneficiaries_ischemic_heart_disease,pct_beneficiaries_osteoporosis,pct_beneficiaries_arthritis,pct_beneficiaries_psychotic_disorders,pct_beneficiaries_stroke,average_hcc_beneficiary_risk_score,avg_hcc_beneficiary_risk_score
110111,13600825.0,3400206.25,9186718.0,2296679.5,8341238.0,2085309.5,693,173.25,613.0,153.25,2483.0,620.75,2527.0,631.75,76.17455138773246,79.0,19.75,182.0,45.5,198.0,49.5,154.0,38.5,350.0,87.5,263.0,65.75,447.0,111.75,156.0,39.0,,,,,,,,,235.0,58.75,378.0,94.49999999999999,0.1517128875546493,0.34910277323980426,0.15497553036052203,0.36378466556933114,0.590538335985318,0.35236541595106036,0.3817292007455139,0.4649265905921696,0.7418433930962479,0.75,0.4681892333996738,0.08809135407667212,0.5285481241141926,0.06035889062316477,0.0946166394877651,1.7859012340848288,1.78436011425
110113,7894319.0,1973579.75,3548260.0,887065.0,3150612.0,787653.0,298,74.5,245.0,61.25,1213.0,303.25,1255.0,313.75,75.220408164,22.0,5.5,83.0,20.75,61.0,15.25,38.0,9.5,148.0,37.0,97.0,24.25,176.0,44.0,69.0,17.25,,,,,,,,,90.0,22.5,113.0,28.25,0.12653061234693877,0.3428571429102041,0.1265306124612245,0.41224489782448975,0.5020408160653062,0.33469387768571424,0.27755102045306124,0.4163265306,0.6734693879469388,0.75,0.4530612246081633,0.04489795890612246,0.4285714286163265,0.09387755123265305,0.06938775540816326,1.6484408100285715,1.6076027860000002
110115,874902601.0,218725650.25,170952648.0,42738162.0,142614591.0,35653647.75,8370,2092.5,6954.0,1738.5,63146.0,15786.5,64844.0,16211.0,68.95182628901496,2062.0,515.5,2303.0,575.75,1542.0,385.5,1047.0,261.75,3529.0,882.25,3425.0,856.25,2319.0,579.75,4401.0,1100.25,45.0,11.25,102.0,25.5,,,17.0,4.25,3188.0,797.0,3766.0,941.4999999999999,0.16062697740652865,0.3290192694836065,0.1138912856009491,0.44722461928285884,0.6580385391741443,0.2773943054105551,0.3327581249498131,0.49338510214322684,0.5575208513310325,0.75,0.4801553065503307,0.06586137482714985,0.3819384529257981,0.1392004600992235,0.18622375589114176,2.7518586449984177,2.734761532
110121,16000896.0,4000224.0,9627897.0,2406974.25,8245765.0,2061441.25,839,209.75,698.0,174.5,3448.0,862.0,3529.0,882.25,73.39971346879656,119.0,29.75,236.0,59.0,220.0,55.0,123.0,30.75,399.0,99.75,299.0,74.75,550.0,137.5,137.0,34.25,,,,,,,,,234.0,58.5,464.0,116.0,0.19484240696131805,0.2736389683911175,0.13896848149283667,0.4498567338424069,0.5186246419670487,0.37249283657020066,0.33237822339828077,0.45558739273209153,0.6561604586275072,0.75,0.4899713468266475,0.10888252166332378,0.44699140400286536,0.06590257859742121,0.09742120340114611,1.7271088531103151,1.7180230399999998
110122,729811619.0,182452904.75,214081648.0,53520412.0,180354319.0,45088579.75,16609,4152.25,11516.0,2879.0,90384.0,22596.0,92499.0,23124.75,72.05844043194686,2299.0,574.75,4086.0,1021.5,3345.0,836.25,1786.0,446.5,5978.0,1494.5,5538.0,1384.5,8270.0,2067.5,2910.0,727.5000000000001,40.0,10.0,149.0,37.25,,,33.0,8.25,4095.0,1023.75,7421.0,1855.25,0.192514762218305,0.2733588052200417,0.1612539075029524,0.4313129560467176,0.6573463008440431,0.35889197624869745,0.3311913856719347,0.5154567557926363,0.7050191039100383,0.75,0.5316950330046891,0.09152483522646752,0.5323897187353247,0.07242097932771796,0.11913858975790205,2.2505249653211186,2.24919421125
110124,105873436.0,26468359.0,34967990.0,8741997.5,29074828.0,7268707.0,3312,828.0,2555.0,638.75,14327.0,3581.75,14622.0,3655.5,73.1252446203131,446.0,111.50000000000001,922.0,230.50000000000003,762.0,190.49999999999997,425.0,106.25,1373.0,343.25,1182.0,295.5,2105.0,526.25,366.0,91.49999999999999,,,54.0,13.5,,,,,890.0,222.5,1665.0,416.25,0.17769080218864972,0.2563600783424657,0.10724070475225048,0.365557729909589,0.5565557732778865,0.34872798450567516,0.31624266158238745,0.46731898264266153,0.6755381605902152,0.75,0.46183953060508803,0.08375733849275929,0.5487279845776908,0.049315068682583174,0.1099804306669276,1.9893895786555773,2.0019656805
110125,628038132.0,157009533.0,86155788.0,21538947.0,70180731.0,17545182.75,7931,1982.75,5726.0,1431.5,37020.0,9255.0,38457.0,9614.25,72.65368494811386,1204.0,301.0,1826.0,456.50000000000006,1647.0,411.75000000000006,1049.0,262.25,2975.0,743.75,2751.0,687.75,4189.0,1047.25,1455.0,363.74999999999994,,,13.0,3.25,,,11.0,2.75,2009.0,502.24999999999994,3717.0,929.25,0.20904645472616137,0.2764582605172896,0.14111072297467694,0.5576318548892769,0.7085225287979392,0.43293747819035977,0.34020258451501917,0.5193852603747817,0.7261613690520434,0.75,0.630806845891722,0.07754104070031435,0.4549423682705205,0.05728257075340553,0.14565141440027943,2.4822797453363608,2.47871693575
110128,134201785.0,33550446.25,38497304.0,9624326.0,32121267.0,8030316.75,3825,956.25,2950.0,737.5,17015.0,4253.75,17279.0,4319.75,73.2437288135661,519.0,129.75,1045.0,261.25,900.0,225.00000000000003,486.0,121.50000000000001,1575.0,393.75,1375.0,343.75,2435.0,608.75,472.0,118.0,,,,,,,,,1144.0,286.0,1806.0,451.5,0.24711864395932204,0.26915254238881353,0.1566101698833898,0.4583050846898305,0.6755932205918644,0.4732203392566102,0.34542372898847457,0.49152542384542375,0.75,0.75,0.6311864405962712,0.09389830517322033,0.4932203389176271,0.061016949318305085,0.08745762701254238,1.7371386544830507,1.73765811125
110129,568007293.0,142001823.25,170969198.0,42742299.5,143638393.0,35909598.25,14948,3737.0,11390.0,2847.5,73884.0,18471.0,76511.0,19127.75,74.04161545327568,1805.0,451.25,3821.0,955.2499999999999,3440.0,860.0,2324.0,581.0,6193.0,1548.25,5197.0,1299.25,7501.0,1875.25,3493.0,873.25,86.0,21.5,213.0,53.25000000000001,,,,,2659.0,664.75,8731.0,2182.75,0.23766461804152764,0.2704126428404741,0.14846356441896402,0.5174714662338016,0.6693590865829675,0.3154521510160667,0.3227392454084284,0.5135206321294996,0.75,0.75,0.6112379279592626,0.09552238846294997,0.5356453029515365,0.0526777878834943,0.14705882355452152,2.239281753962862,2.2393402145
110130,2243741.0,560935.25,2087806.0,521951.5,1815758.0,453939.5,150,37.5,132.0,33.0,466.0,116.5,467.0,116.75,70.06060606265152,19.0,4.75,,,11.0,2.75,12.0,3.0,67.0,16.75,43.0,10.75,104.0,26.0,,,,,,,,,,,51.0,12.75,37.0,9.25,0.12121212118939394,0.31818181820454544,0.12121212107575759,0.4242424242954545,0.5378787880833333,0.537878787969697,0.386363636219697,0.3787878789015151,0.5378787879848484,0.75,0.4924242424318181,0.03030303051515152,0.484848485280303,0.053030303136363637,0.07575757579545454,1.5448281426136363,1.5166578375000002
